Designator,Mid X,Mid Y,Rotation,Layer
C1,119.0,-127.0,90.0,top
C2,135.0,-127.0,270.0,top
J1,119.357106,-134.632106,225.0,top
J2,134.642894,-119.367894,45.0,top
J3,141.0,-127.0,0.0,bottom
J4,115.0,-127.0,270.0,bottom
J5,112.0,-120.505,0.0,bottom
SW1,145.35,-127.0,90.0,bottom
